,GraduationYear,FieldofStudy,NFQLevel,Institutions,NumberofGraduates
16921,2018,Health and Welfare,NFQ Level 6,"National University of Ireland, Galway",330
16923,2018,Health and Welfare,NFQ Level 6,University of Limerick,70
16924,2018,Health and Welfare,NFQ Level 6,Letterkenny IT,50
16934,2018,Health and Welfare,NFQ Level 6,Technological University Dublin,10
16938,2018,Health and Welfare,NFQ Level 7,Athlone IT,70
16942,2018,Health and Welfare,NFQ Level 7,Cork IT,110
16943,2018,Health and Welfare,NFQ Level 7,IT Carlow,30
16945,2018,Health and Welfare,NFQ Level 7,Dundalk IT,10
16949,2018,Health and Welfare,NFQ Level 7,Galway-Mayo IT,20
16951,2018,Health and Welfare,NFQ Level 7,Limerick IT,10
16959,2018,Health and Welfare,NFQ Level 7,IT Sligo,70
16961,2018,Health and Welfare,NFQ Level 7,IT Tralee,50
16962,2018,Health and Welfare,NFQ Level 7,Trinity College Dublin,20
16963,2018,Health and Welfare,NFQ Level 7,Technological University Dublin,40
16964,2018,Health and Welfare,NFQ Level 7,Waterford IT,80
16967,2018,Health and Welfare,NFQ Level 8,Athlone IT,140
16968,2018,Health and Welfare,NFQ Level 8,St Angela's College of Home Economics,40
16970,2018,Health and Welfare,NFQ Level 8,University College Cork,500
16971,2018,Health and Welfare,NFQ Level 8,Cork IT,140
16972,2018,Health and Welfare,NFQ Level 8,IT Carlow,160
16973,2018,Health and Welfare,NFQ Level 8,Dublin City University,260
16974,2018,Health and Welfare,NFQ Level 8,Dundalk IT,130
16976,2018,Health and Welfare,NFQ Level 8,University College Dublin,620
16978,2018,Health and Welfare,NFQ Level 8,Galway-Mayo IT,60
16979,2018,Health and Welfare,NFQ Level 8,"National University of Ireland, Galway",310
16980,2018,Health and Welfare,NFQ Level 8,Limerick IT,70
16981,2018,Health and Welfare,NFQ Level 8,University of Limerick,120
16982,2018,Health and Welfare,NFQ Level 8,Letterkenny IT,130
16984,2018,Health and Welfare,NFQ Level 8,Maynooth University,40
16987,2018,Health and Welfare,NFQ Level 8,Royal College of Surgeons,280
16988,2018,Health and Welfare,NFQ Level 8,IT Sligo,160
16990,2018,Health and Welfare,NFQ Level 8,IT Tralee,80
16991,2018,Health and Welfare,NFQ Level 8,Trinity College Dublin,690
16992,2018,Health and Welfare,NFQ Level 8,Technological University Dublin,280
16993,2018,Health and Welfare,NFQ Level 8,Waterford IT,210
16996,2018,Health and Welfare,NFQ Level 9,Athlone IT,10
16999,2018,Health and Welfare,NFQ Level 9,University College Cork,80
17001,2018,Health and Welfare,NFQ Level 9,IT Carlow,20
17005,2018,Health and Welfare,NFQ Level 9,University College Dublin,140
17008,2018,Health and Welfare,NFQ Level 9,"National University of Ireland, Galway",100
17010,2018,Health and Welfare,NFQ Level 9,University of Limerick,70
17013,2018,Health and Welfare,NFQ Level 9,Maynooth University,10
17016,2018,Health and Welfare,NFQ Level 9,Royal College of Surgeons,150
17020,2018,Health and Welfare,NFQ Level 9,Trinity College Dublin,150
17028,2018,Health and Welfare,NFQ Level 10,University College Cork,10
17034,2018,Health and Welfare,NFQ Level 10,University College Dublin,20
17037,2018,Health and Welfare,NFQ Level 10,"National University of Ireland, Galway",20
17045,2018,Health and Welfare,NFQ Level 10,Royal College of Surgeons,20
17049,2018,Health and Welfare,NFQ Level 10,Trinity College Dublin,30
17083,2018,Services,NFQ Level 6,Athlone IT,30
17087,2018,Services,NFQ Level 6,Cork IT,20
17090,2018,Services,NFQ Level 6,Dundalk IT,10
17094,2018,Services,NFQ Level 6,Galway-Mayo IT,20
17096,2018,Services,NFQ Level 6,Limerick IT,30
17098,2018,Services,NFQ Level 6,Letterkenny IT,20
17108,2018,Services,NFQ Level 6,Technological University Dublin,20
17109,2018,Services,NFQ Level 6,Waterford IT,20
17112,2018,Services,NFQ Level 7,Athlone IT,40
17116,2018,Services,NFQ Level 7,Cork IT,140
17117,2018,Services,NFQ Level 7,IT Carlow,40
17119,2018,Services,NFQ Level 7,Dundalk IT,70
17123,2018,Services,NFQ Level 7,Galway-Mayo IT,80
17125,2018,Services,NFQ Level 7,Limerick IT,30
17127,2018,Services,NFQ Level 7,Letterkenny IT,20
17129,2018,Services,NFQ Level 7,Maynooth University,20
17133,2018,Services,NFQ Level 7,IT Sligo,60
17135,2018,Services,NFQ Level 7,IT Tralee,40
17137,2018,Services,NFQ Level 7,Technological University Dublin,140
17138,2018,Services,NFQ Level 7,Waterford IT,30
17141,2018,Services,NFQ Level 8,Athlone IT,50
17145,2018,Services,NFQ Level 8,Cork IT,70
17146,2018,Services,NFQ Level 8,IT Carlow,20
17152,2018,Services,NFQ Level 8,Galway-Mayo IT,30
17153,2018,Services,NFQ Level 8,"National University of Ireland, Galway",10
17154,2018,Services,NFQ Level 8,Limerick IT,60
17155,2018,Services,NFQ Level 8,University of Limerick,60
17156,2018,Services,NFQ Level 8,Letterkenny IT,30
17162,2018,Services,NFQ Level 8,IT Sligo,30
17164,2018,Services,NFQ Level 8,IT Tralee,50
17166,2018,Services,NFQ Level 8,Technological University Dublin,270
17167,2018,Services,NFQ Level 8,Waterford IT,80
17175,2018,Services,NFQ Level 9,IT Carlow,10
17182,2018,Services,NFQ Level 9,"National University of Ireland, Galway",10
17183,2018,Services,NFQ Level 9,Limerick IT,10
17184,2018,Services,NFQ Level 9,University of Limerick,20
17195,2018,Services,NFQ Level 9,Technological University Dublin,30
17436,2019,Education,NFQ Level 6,IT Carlow,10
17442,2019,Education,NFQ Level 6,Galway-Mayo IT,10
17448,2019,Education,NFQ Level 6,Maynooth University,10
17488,2019,Education,NFQ Level 8,National College of Art and Design,20
17490,2019,Education,NFQ Level 8,St Angela's College of Home Economics,70
17492,2019,Education,NFQ Level 8,University College Cork,70
17493,2019,Education,NFQ Level 8,Cork IT,10
17495,2019,Education,NFQ Level 8,Dublin City University,600
17498,2019,Education,NFQ Level 8,University College Dublin,10
17500,2019,Education,NFQ Level 8,Galway-Mayo IT,20
17501,2019,Education,NFQ Level 8,"National University of Ireland, Galway",10
17503,2019,Education,NFQ Level 8,University of Limerick,210
17506,2019,Education,NFQ Level 8,Maynooth University,60
17507,2019,Education,NFQ Level 8,Mary Immaculate College,480
17513,2019,Education,NFQ Level 8,Trinity College Dublin,150
17514,2019,Education,NFQ Level 8,Technological University Dublin,30
17517,2019,Education,NFQ Level 9,National College of Art and Design,10
17521,2019,Education,NFQ Level 9,University College Cork,100
17522,2019,Education,NFQ Level 9,Cork IT,10
17524,2019,Education,NFQ Level 9,Dublin City University,160
17527,2019,Education,NFQ Level 9,University College Dublin,130
17530,2019,Education,NFQ Level 9,"National University of Ireland, Galway",130
17531,2019,Education,NFQ Level 9,Limerick IT,10
17532,2019,Education,NFQ Level 9,University of Limerick,60
17535,2019,Education,NFQ Level 9,Maynooth University,170
17536,2019,Education,NFQ Level 9,Mary Immaculate College,90
17542,2019,Education,NFQ Level 9,Trinity College Dublin,130
17605,2019,Arts and Humanities,NFQ Level 6,Athlone IT,10
17612,2019,Arts and Humanities,NFQ Level 6,Dundalk IT,20
17618,2019,Arts and Humanities,NFQ Level 6,Limerick IT,10
17631,2019,Arts and Humanities,NFQ Level 6,Waterford IT,10
17634,2019,Arts and Humanities,NFQ Level 7,Athlone IT,10
17639,2019,Arts and Humanities,NFQ Level 7,IT Carlow,20
17641,2019,Arts and Humanities,NFQ Level 7,Dundalk IT,30
17642,2019,Arts and Humanities,NFQ Level 7,"Dun Laoghaire Institute of Art, Design and Technology",20
17645,2019,Arts and Humanities,NFQ Level 7,Galway-Mayo IT,20
17646,2019,Arts and Humanities,NFQ Level 7,"National University of Ireland, Galway",50
17647,2019,Arts and Humanities,NFQ Level 7,Limerick IT,30
17649,2019,Arts and Humanities,NFQ Level 7,Letterkenny IT,20
17655,2019,Arts and Humanities,NFQ Level 7,IT Sligo,10
17657,2019,Arts and Humanities,NFQ Level 7,IT Tralee,10
17658,2019,Arts and Humanities,NFQ Level 7,Trinity College Dublin,20
17659,2019,Arts and Humanities,NFQ Level 7,Technological University Dublin,30
17662,2019,Arts and Humanities,NFQ Level 8,National College of Art and Design,140
17663,2019,Arts and Humanities,NFQ Level 8,Athlone IT,30
17666,2019,Arts and Humanities,NFQ Level 8,University College Cork,720
17667,2019,Arts and Humanities,NFQ Level 8,Cork IT,130
17668,2019,Arts and Humanities,NFQ Level 8,IT Carlow,80
17669,2019,Arts and Humanities,NFQ Level 8,Dublin City University,500
17670,2019,Arts and Humanities,NFQ Level 8,Dundalk IT,50
17671,2019,Arts and Humanities,NFQ Level 8,"Dun Laoghaire Institute of Art, Design and Technology",210
17672,2019,Arts and Humanities,NFQ Level 8,University College Dublin,500
17674,2019,Arts and Humanities,NFQ Level 8,Galway-Mayo IT,50
17675,2019,Arts and Humanities,NFQ Level 8,"National University of Ireland, Galway",580
17676,2019,Arts and Humanities,NFQ Level 8,Limerick IT,130
17677,2019,Arts and Humanities,NFQ Level 8,University of Limerick,270
17678,2019,Arts and Humanities,NFQ Level 8,Letterkenny IT,20
17680,2019,Arts and Humanities,NFQ Level 8,Maynooth University,590
17681,2019,Arts and Humanities,NFQ Level 8,Mary Immaculate College,220
17684,2019,Arts and Humanities,NFQ Level 8,IT Sligo,30
17686,2019,Arts and Humanities,NFQ Level 8,IT Tralee,30
17687,2019,Arts and Humanities,NFQ Level 8,Trinity College Dublin,520
17688,2019,Arts and Humanities,NFQ Level 8,Technological University Dublin,320
17689,2019,Arts and Humanities,NFQ Level 8,Waterford IT,50
17691,2019,Arts and Humanities,NFQ Level 9,National College of Art and Design,20
17695,2019,Arts and Humanities,NFQ Level 9,University College Cork,90
17696,2019,Arts and Humanities,NFQ Level 9,Cork IT,20
17698,2019,Arts and Humanities,NFQ Level 9,Dublin City University,30
17700,2019,Arts and Humanities,NFQ Level 9,"Dun Laoghaire Institute of Art, Design and Technology",20
17701,2019,Arts and Humanities,NFQ Level 9,University College Dublin,130
17703,2019,Arts and Humanities,NFQ Level 9,Galway-Mayo IT,10
17704,2019,Arts and Humanities,NFQ Level 9,"National University of Ireland, Galway",110
17706,2019,Arts and Humanities,NFQ Level 9,University of Limerick,50
17709,2019,Arts and Humanities,NFQ Level 9,Maynooth University,70
17710,2019,Arts and Humanities,NFQ Level 9,Mary Immaculate College,20
17716,2019,Arts and Humanities,NFQ Level 9,Trinity College Dublin,220
17717,2019,Arts and Humanities,NFQ Level 9,Technological University Dublin,30
17724,2019,Arts and Humanities,NFQ Level 10,University College Cork,10
17745,2019,Arts and Humanities,NFQ Level 10,Trinity College Dublin,10
17796,2019,"Social Sciences, Journalism and Information",NFQ Level 6,Maynooth University,20
17833,2019,"Social Sciences, Journalism and Information",NFQ Level 7,Technological University Dublin,10
17837,2019,"Social Sciences, Journalism and Information",NFQ Level 8,Athlone IT,10
17840,2019,"Social Sciences, Journalism and Information",NFQ Level 8,University College Cork,230
17843,2019,"Social Sciences, Journalism and Information",NFQ Level 8,Dublin City University,270
17844,2019,"Social Sciences, Journalism and Information",NFQ Level 8,Dundalk IT,20
17845,2019,"Social Sciences, Journalism and Information",NFQ Level 8,"Dun Laoghaire Institute of Art, Design and Technology",40
17846,2019,"Social Sciences, Journalism and Information",NFQ Level 8,University College Dublin,510
17848,2019,"Social Sciences, Journalism and Information",NFQ Level 8,Galway-Mayo IT,10
17849,2019,"Social Sciences, Journalism and Information",NFQ Level 8,"National University of Ireland, Galway",90
17851,2019,"Social Sciences, Journalism and Information",NFQ Level 8,University of Limerick,110
17854,2019,"Social Sciences, Journalism and Information",NFQ Level 8,Maynooth University,230
17861,2019,"Social Sciences, Journalism and Information",NFQ Level 8,Trinity College Dublin,300
17862,2019,"Social Sciences, Journalism and Information",NFQ Level 8,Technological University Dublin,80
17863,2019,"Social Sciences, Journalism and Information",NFQ Level 8,Waterford IT,20
17869,2019,"Social Sciences, Journalism and Information",NFQ Level 9,University College Cork,110
17872,2019,"Social Sciences, Journalism and Information",NFQ Level 9,Dublin City University,90
17874,2019,"Social Sciences, Journalism and Information",NFQ Level 9,"Dun Laoghaire Institute of Art, Design and Technology",10
17875,2019,"Social Sciences, Journalism and Information",NFQ Level 9,University College Dublin,300
17878,2019,"Social Sciences, Journalism and Information",NFQ Level 9,"National University of Ireland, Galway",150
17880,2019,"Social Sciences, Journalism and Information",NFQ Level 9,University of Limerick,100
17883,2019,"Social Sciences, Journalism and Information",NFQ Level 9,Maynooth University,20
17890,2019,"Social Sciences, Journalism and Information",NFQ Level 9,Trinity College Dublin,140
17891,2019,"Social Sciences, Journalism and Information",NFQ Level 9,Technological University Dublin,10
17904,2019,"Social Sciences, Journalism and Information",NFQ Level 10,University College Dublin,10
17907,2019,"Social Sciences, Journalism and Information",NFQ Level 10,"National University of Ireland, Galway",10
17919,2019,"Social Sciences, Journalism and Information",NFQ Level 10,Trinity College Dublin,20
17953,2019,"Business, Administration and Law",NFQ Level 6,Athlone IT,60
17958,2019,"Business, Administration and Law",NFQ Level 6,IT Carlow,30
17966,2019,"Business, Administration and Law",NFQ Level 6,Limerick IT,30
17968,2019,"Business, Administration and Law",NFQ Level 6,Letterkenny IT,10
17974,2019,"Business, Administration and Law",NFQ Level 6,IT Sligo,10
17978,2019,"Business, Administration and Law",NFQ Level 6,Technological University Dublin,190
17979,2019,"Business, Administration and Law",NFQ Level 6,Waterford IT,10
17982,2019,"Business, Administration and Law",NFQ Level 7,Athlone IT,90
17986,2019,"Business, Administration and Law",NFQ Level 7,Cork IT,170
17987,2019,"Business, Administration and Law",NFQ Level 7,IT Carlow,20
17989,2019,"Business, Administration and Law",NFQ Level 7,Dundalk IT,70
17990,2019,"Business, Administration and Law",NFQ Level 7,"Dun Laoghaire Institute of Art, Design and Technology",20
17993,2019,"Business, Administration and Law",NFQ Level 7,Galway-Mayo IT,60
17995,2019,"Business, Administration and Law",NFQ Level 7,Limerick IT,30
17997,2019,"Business, Administration and Law",NFQ Level 7,Letterkenny IT,20
18003,2019,"Business, Administration and Law",NFQ Level 7,IT Sligo,50
18005,2019,"Business, Administration and Law",NFQ Level 7,IT Tralee,10
18007,2019,"Business, Administration and Law",NFQ Level 7,Technological University Dublin,120
18008,2019,"Business, Administration and Law",NFQ Level 7,Waterford IT,60
18011,2019,"Business, Administration and Law",NFQ Level 8,Athlone IT,160
18014,2019,"Business, Administration and Law",NFQ Level 8,University College Cork,510
18015,2019,"Business, Administration and Law",NFQ Level 8,Cork IT,370
18016,2019,"Business, Administration and Law",NFQ Level 8,IT Carlow,140
18017,2019,"Business, Administration and Law",NFQ Level 8,Dublin City University,620
18018,2019,"Business, Administration and Law",NFQ Level 8,Dundalk IT,160
18019,2019,"Business, Administration and Law",NFQ Level 8,"Dun Laoghaire Institute of Art, Design and Technology",60
18020,2019,"Business, Administration and Law",NFQ Level 8,University College Dublin,700
18022,2019,"Business, Administration and Law",NFQ Level 8,Galway-Mayo IT,160
18023,2019,"Business, Administration and Law",NFQ Level 8,"National University of Ireland, Galway",590
18024,2019,"Business, Administration and Law",NFQ Level 8,Limerick IT,150
18025,2019,"Business, Administration and Law",NFQ Level 8,University of Limerick,540
18026,2019,"Business, Administration and Law",NFQ Level 8,Letterkenny IT,70
